"ID","session","trial","condition","correct"
"29","1",23,"4",0.666666666666667
"29","1",24,"2",0.555555555555556
"29","1",25,"5",0.666666666666667
"29","1",26,"3",0.777777777777778
"29","1",27,"4",0.555555555555556
"29","1",28,"2",0.666666666666667
"29","1",29,"5",0.555555555555556
"29","1",30,"1",0.777777777777778
"30","1",1,"2",0.555555555555556
"30","1",2,"1",0.777777777777778
"30","1",3,"3",1
"30","1",4,"5",0.555555555555556
"30","1",5,"4",0.555555555555556
"30","1",6,"1",1
"30","1",7,"4",0.777777777777778
"30","1",8,"2",0.777777777777778
"30","1",9,"5",0.777777777777778
"30","1",10,"3",1
"30","1",11,"5",0.777777777777778
"30","1",12,"2",0.777777777777778
"30","1",13,"3",1
"30","1",14,"1",1
"30","1",15,"4",0.777777777777778
"30","1",16,"3",0.777777777777778
"30","1",17,"5",0.777777777777778
"30","1",18,"4",0.666666666666667
"30","1",19,"1",1
"30","1",20,"2",0.777777777777778
"30","1",21,"3",1
"30","1",22,"2",0.555555555555556
"30","1",23,"1",0.777777777777778
"30","1",24,"4",0.666666666666667
"30","1",25,"5",0.333333333333333
"30","1",26,"2",0.777777777777778
"30","1",27,"4",0.777777777777778
"30","1",28,"3",0.777777777777778
"30","1",29,"5",0.666666666666667
"30","1",30,"1",1
"31","1",1,"1",0.444444444444444
"31","1",2,"4",0.666666666666667
"31","1",3,"3",0.777777777777778
"31","1",4,"5",0.555555555555556
"31","1",5,"2",0.555555555555556
"31","1",6,"3",1
"31","1",7,"1",1
"31","1",8,"5",0.555555555555556
"31","1",9,"4",0.444444444444444
"31","1",10,"2",0.777777777777778
"31","1",11,"5",0.666666666666667
"31","1",12,"1",0.666666666666667
"31","1",13,"4",0.333333333333333
"31","1",14,"2",0.444444444444444
"31","1",15,"3",0.333333333333333
"31","1",16,"1",0
"31","1",17,"2",0.777777777777778
"31","1",18,"4",0.555555555555556
"31","1",19,"5",1
"31","1",20,"3",1
"31","1",21,"1",1
"31","1",22,"2",0.333333333333333
"31","1",23,"3",1
"31","1",24,"5",0.333333333333333
"31","1",25,"4",0.666666666666667
"31","1",26,"3",0.666666666666667
"31","1",27,"2",0.666666666666667
"31","1",28,"4",0.666666666666667
"31","1",29,"5",0.444444444444444
"31","1",30,"1",0.777777777777778
"32","1",1,"5",0.333333333333333
"32","1",2,"3",0.777777777777778
"32","1",3,"2",0.666666666666667
"32","1",4,"1",0.555555555555556
"32","1",5,"4",0.333333333333333
"32","1",6,"1",0.222222222222222
"32","1",7,"5",0.555555555555556
"32","1",8,"4",0.777777777777778
"32","1",9,"3",0.111111111111111
"32","1",10,"2",1
"32","1",11,"5",0.777777777777778
"32","1",12,"3",0.555555555555556
"32","1",13,"2",0.111111111111111
"32","1",14,"1",0.222222222222222
"32","1",15,"4",0.666666666666667
"32","1",16,"2",0.666666666666667
"32","1",17,"4",0.777777777777778
"32","1",18,"5",0.444444444444444
"32","1",19,"3",0.333333333333333
"32","1",20,"1",0.444444444444444
"32","1",21,"5",0.444444444444444
"32","1",22,"3",0.777777777777778
"32","1",23,"1",1
"32","1",24,"2",1
"32","1",25,"4",0.777777777777778
"32","1",26,"1",0.666666666666667
"32","1",27,"2",1
"32","1",28,"4",1
"32","1",29,"3",0.777777777777778
"32","1",30,"5",0.444444444444444
"33","1",1,"5",1
"33","1",2,"3",1
"33","1",3,"1",1
"33","1",4,"4",1
"33","1",5,"2",1
"33","1",6,"5",1
"33","1",7,"2",1
"33","1",8,"3",0.666666666666667
"33","1",9,"4",1
"33","1",10,"1",1
"33","1",11,"4",1
"33","1",12,"1",1
"33","1",13,"3",1
"33","1",14,"5",1
"33","1",15,"2",1
"33","1",16,"3",1
"33","1",17,"2",1
"33","1",18,"4",1
"33","1",19,"1",1
"33","1",20,"5",1
"33","1",21,"5",1
"33","1",22,"1",1
"33","1",23,"3",1
"33","1",24,"2",1
"33","1",25,"4",1
"33","1",26,"3",1
"33","1",27,"4",1
"33","1",28,"2",1
"33","1",29,"1",1
"33","1",30,"5",1
"34","1",1,"3",1
"34","1",2,"5",1
"34","1",3,"1",0.777777777777778
"34","1",4,"2",1
"34","1",5,"4",1
"34","1",6,"1",1
"34","1",7,"3",1
"34","1",8,"2",1
"34","1",9,"5",1
"34","1",10,"4",1
"34","1",11,"3",1
"34","1",12,"1",1
"34","1",13,"4",1
"34","1",14,"2",1
"34","1",15,"5",1
"34","1",16,"1",1
"34","1",17,"3",1
"34","1",18,"2",1
"34","1",19,"4",1
"34","1",20,"5",1
"34","1",21,"3",1
"34","1",22,"4",1
"34","1",23,"1",1
"34","1",24,"2",1
"34","1",25,"5",1
"34","1",26,"2",1
"34","1",27,"4",1
"34","1",28,"1",1
"34","1",29,"3",1
"34","1",30,"5",1
"35","1",1,"1",0.777777777777778
"35","1",2,"2",0.555555555555556
"35","1",3,"4",0.333333333333333
"35","1",4,"3",0.333333333333333
"35","1",5,"5",0.555555555555556
"35","1",6,"2",1
"35","1",7,"3",1
"35","1",8,"1",1
"35","1",9,"5",0.666666666666667
"35","1",10,"4",0.666666666666667
"35","1",11,"1",1
"35","1",12,"3",0.777777777777778
"35","1",13,"2",0.777777777777778
"35","1",14,"4",0.444444444444444
"35","1",15,"5",0.222222222222222
"35","1",16,"2",0.777777777777778
"35","1",17,"4",0.333333333333333
"35","1",18,"3",0.777777777777778
"35","1",19,"1",1
"35","1",20,"5",0.555555555555556
"35","1",21,"5",1
"35","1",22,"1",0.777777777777778
"35","1",23,"3",0.777777777777778
"35","1",24,"4",0.777777777777778
"35","1",25,"2",0.555555555555556
"35","1",26,"4",0.222222222222222
"35","1",27,"5",0.222222222222222
"35","1",28,"2",0.555555555555556
"35","1",29,"3",0.666666666666667
"35","1",30,"1",1
"36","1",1,"2",0.777777777777778
"36","1",2,"4",0.555555555555556
"36","1",3,"5",0.777777777777778
"36","1",4,"3",0.555555555555556
"36","1",5,"1",1
"36","1",6,"5",0.444444444444444
"36","1",7,"2",0.666666666666667
"36","1",8,"1",0.555555555555556
"36","1",9,"4",0.555555555555556
"36","1",10,"3",0.777777777777778
"36","1",11,"4",0.333333333333333
"36","1",12,"5",0.555555555555556
"36","1",13,"3",0.777777777777778
"36","1",14,"1",0.333333333333333
"36","1",15,"2",0.222222222222222
"36","1",16,"5",0.555555555555556
"36","1",17,"2",0.555555555555556
"36","1",18,"4",0.777777777777778
"36","1",19,"1",1
"36","1",20,"3",0.555555555555556
"36","1",21,"1",0.666666666666667
"36","1",22,"3",0.777777777777778
"36","1",23,"4",0.444444444444444
"36","1",24,"5",0.333333333333333
"36","1",25,"2",0.555555555555556
"36","1",26,"3",0.555555555555556
"36","1",27,"2",0.555555555555556
"36","1",28,"4",0.333333333333333
"36","1",29,"1",0.333333333333333
"36","1",30,"5",0.111111111111111
"37","1",1,"4",0.777777777777778
"37","1",2,"2",0.555555555555556
"37","1",3,"3",0.777777777777778
"37","1",4,"1",0.333333333333333
"37","1",5,"5",0.666666666666667
"37","1",6,"4",0.666666666666667
"37","1",7,"1",0.777777777777778
"37","1",8,"3",0.777777777777778
"37","1",9,"5",0.444444444444444
"37","1",10,"2",1
"37","1",11,"4",0.666666666666667
"37","1",12,"3",0.777777777777778
"37","1",13,"1",0.777777777777778
"37","1",14,"5",0.666666666666667
"37","1",15,"2",0.111111111111111
"37","1",16,"3",1
"37","1",17,"1",1
"37","1",18,"2",0.777777777777778
"37","1",19,"4",0.333333333333333
"37","1",20,"5",0.777777777777778
"37","1",21,"1",1
"37","1",22,"5",0.555555555555556
"37","1",23,"2",0.666666666666667
"37","1",24,"3",0.666666666666667
"37","1",25,"4",0.777777777777778
"37","1",26,"5",0.777777777777778
"37","1",27,"1",1
"37","1",28,"3",1
"37","1",29,"4",1
"37","1",30,"2",1
"38","1",1,"2",0.555555555555556
"38","1",2,"4",0.555555555555556
"38","1",3,"1",0.333333333333333
"38","1",4,"3",0.666666666666667
"38","1",5,"5",0.222222222222222
"38","1",6,"4",0.555555555555556
"38","1",7,"3",0.333333333333333
"38","1",8,"2",0.444444444444444
"38","1",9,"1",0.666666666666667
"38","1",10,"5",0.777777777777778
"38","1",11,"3",0.111111111111111
"38","1",12,"4",0.333333333333333
"38","1",13,"1",0.777777777777778
"38","1",14,"5",0.333333333333333
"38","1",15,"2",0.777777777777778
"38","1",16,"4",0.777777777777778
"38","1",17,"1",0.111111111111111
"38","1",18,"2",0.555555555555556
"38","1",19,"3",0.666666666666667
"38","1",20,"5",0.555555555555556
"38","1",21,"4",0.444444444444444
"38","1",22,"2",0.555555555555556
"38","1",23,"3",0.555555555555556
"38","1",24,"1",0.777777777777778
"38","1",25,"5",0.777777777777778
"38","1",26,"4",0.555555555555556
"38","1",27,"1",0.666666666666667
"38","1",28,"3",0.444444444444444
"38","1",29,"5",0.777777777777778
"38","1",30,"2",0.444444444444444
"39","1",1,"5",0.333333333333333
"39","1",2,"4",0.222222222222222
"39","1",3,"2",0.555555555555556
"39","1",4,"1",0.777777777777778
"39","1",5,"3",0.777777777777778
"39","1",6,"2",0.444444444444444
"39","1",7,"1",0.444444444444444
"39","1",8,"4",0.555555555555556
"39","1",9,"3",0.333333333333333
"39","1",10,"5",0.777777777777778
"39","1",11,"1",1
"39","1",12,"5",0.777777777777778
"39","1",13,"4",0.777777777777778
"39","1",14,"3",0.444444444444444
"39","1",15,"2",1
"39","1",16,"1",1
"39","1",17,"3",1
"39","1",18,"5",0.777777777777778
"39","1",19,"2",1
"39","1",20,"4",0.222222222222222
"39","1",21,"2",0.666666666666667
"39","1",22,"4",0.444444444444444
"39","1",23,"3",0.666666666666667
"39","1",24,"5",0.555555555555556
"39","1",25,"1",0.777777777777778
"39","1",26,"5",1
"39","1",27,"3",0.777777777777778
"39","1",28,"1",0.666666666666667
"39","1",29,"4",0.666666666666667
"39","1",30,"2",1
"40","1",1,"5",0.444444444444444
"40","1",2,"4",0.444444444444444
"40","1",3,"3",0.111111111111111
"40","1",4,"1",0.111111111111111
"40","1",5,"2",0.555555555555556
"40","1",6,"5",0.333333333333333
"40","1",7,"3",0.444444444444444
"40","1",8,"4",0.444444444444444
"40","1",9,"2",0.666666666666667
"40","1",10,"1",0.777777777777778
"40","1",11,"4",0.777777777777778
"40","1",12,"3",0.555555555555556
"40","1",13,"1",0.777777777777778
"40","1",14,"2",0.666666666666667
"40","1",15,"5",0.777777777777778
"40","1",16,"4",0.777777777777778
"40","1",17,"1",0.777777777777778
"40","1",18,"5",0.444444444444444
"40","1",19,"3",1
"40","1",20,"2",0.444444444444444
"40","1",21,"3",0.555555555555556
"40","1",22,"1",0.555555555555556
"40","1",23,"5",0.333333333333333
"40","1",24,"2",0.777777777777778
"40","1",25,"4",0.777777777777778
"40","1",26,"2",0.777777777777778
"40","1",27,"3",0.333333333333333
"40","1",28,"5",1
"40","1",29,"4",0.333333333333333
"40","1",30,"1",1
"41","1",1,"2",0.777777777777778
"41","1",2,"5",1
"41","1",3,"1",0.666666666666667
"41","1",4,"3",0.666666666666667
"41","1",5,"4",0.555555555555556
"41","1",6,"3",0.666666666666667
"41","1",7,"5",0.333333333333333
"41","1",8,"2",0.666666666666667
"41","1",9,"4",0.555555555555556
"41","1",10,"1",0.444444444444444
"41","1",11,"5",0.444444444444444
"41","1",12,"3",0.777777777777778
"41","1",13,"1",1
"41","1",14,"2",0.111111111111111
"41","1",15,"4",0.777777777777778
"41","1",16,"2",1
"41","1",17,"5",0.777777777777778
"41","1",18,"4",1
"41","1",19,"1",1
"41","1",20,"3",1
"41","1",21,"2",0.666666666666667
"41","1",22,"3",0.666666666666667
"41","1",23,"4",0.777777777777778
"41","1",24,"1",0.666666666666667
"41","1",25,"5",0.777777777777778
"41","1",26,"2",0.444444444444444
"41","1",27,"4",0.444444444444444
"41","1",28,"1",0.555555555555556
"41","1",29,"3",0.222222222222222
"41","1",30,"5",0.666666666666667
"42","1",1,"2",0.333333333333333
"42","1",2,"3",0.444444444444444
"42","1",3,"4",0.333333333333333
"42","1",4,"5",0.777777777777778
"42","1",5,"1",0.777777777777778
"42","1",6,"4",0.555555555555556
"42","1",7,"5",0.444444444444444
"42","1",8,"1",0.555555555555556
"42","1",9,"3",0.444444444444444
"42","1",10,"2",0.333333333333333
"42","1",11,"4",0.333333333333333
"42","1",12,"5",0.555555555555556
"42","1",13,"1",0.777777777777778
"42","1",14,"3",0.777777777777778
"42","1",15,"2",0
"42","1",16,"5",0.111111111111111
"42","1",17,"3",0.111111111111111
"42","1",18,"4",0.333333333333333
"42","1",19,"1",0.666666666666667
"42","1",20,"2",0.777777777777778
"42","1",21,"2",0.777777777777778
"42","1",22,"1",1
"42","1",23,"3",1
"42","1",24,"5",0.666666666666667
"42","1",25,"4",1
"42","1",26,"1",1
"42","1",27,"3",1
"42","1",28,"2",0.777777777777778
"42","1",29,"4",1
"42","1",30,"5",1
"43","1",1,"4",0.666666666666667
"43","1",2,"5",0.777777777777778
"43","1",3,"2",1
"43","1",4,"3",0.777777777777778
"43","1",5,"1",0.777777777777778
"43","1",6,"2",0.666666666666667
"43","1",7,"5",1
"43","1",8,"3",1
"43","1",9,"4",0.777777777777778
"43","1",10,"1",0.333333333333333
"43","1",11,"5",0.777777777777778
"43","1",12,"3",1
"43","1",13,"1",1
"43","1",14,"2",1
"43","1",15,"4",0.555555555555556
"43","1",16,"1",1
"43","1",17,"3",1
"43","1",18,"2",1
"43","1",19,"4",0.777777777777778
"43","1",20,"5",1
"43","1",21,"3",0.777777777777778
"43","1",22,"1",0.777777777777778
"43","1",23,"5",0.777777777777778
"43","1",24,"2",0.777777777777778
"43","1",25,"4",1
"43","1",26,"5",1
"43","1",27,"1",0.333333333333333
"43","1",28,"2",1
"43","1",29,"3",1
"43","1",30,"4",0.777777777777778
"44","1",1,"1",1
"44","1",2,"5",0.444444444444444
"44","1",3,"4",1
"44","1",4,"3",0.777777777777778
"44","1",5,"2",0.555555555555556
"44","1",6,"3",1
"44","1",7,"2",0.333333333333333
"44","1",8,"4",0.777777777777778
"44","1",9,"1",0.777777777777778
"44","1",10,"5",1
"44","1",11,"4",0.555555555555556
"44","1",12,"5",0.666666666666667
"44","1",13,"3",0.777777777777778
"44","1",14,"1",1
"44","1",15,"2",0
"44","1",16,"5",0.666666666666667
"44","1",17,"1",0.777777777777778
"44","1",18,"4",0.777777777777778
"44","1",19,"3",0.777777777777778
"44","1",20,"2",0.777777777777778
"44","1",21,"1",0.666666666666667
"44","1",22,"5",0.666666666666667
"44","1",23,"2",0.777777777777778
"44","1",24,"4",0.666666666666667
"44","1",25,"3",1
"44","1",26,"2",0.666666666666667
"44","1",27,"3",0.444444444444444
"44","1",28,"5",0.777777777777778
"44","1",29,"1",0.666666666666667
"44","1",30,"4",0.777777777777778
"45","1",1,"4",0
"45","1",2,"2",0.333333333333333
"45","1",3,"1",1
"45","1",4,"5",1
"45","1",5,"3",0.333333333333333
"45","1",6,"4",0.555555555555556
"45","1",7,"1",0.777777777777778
"45","1",8,"5",0.444444444444444
"45","1",9,"2",0.555555555555556
"45","1",10,"3",0.555555555555556
"45","1",11,"5",0.666666666666667
"45","1",12,"2",0.666666666666667
"45","1",13,"3",0.444444444444444
"45","1",14,"4",1
"45","1",15,"1",0.777777777777778
"45","1",16,"2",0.555555555555556
"45","1",17,"5",0.777777777777778
"45","1",18,"4",0
"45","1",19,"1",1
"45","1",20,"3",0.333333333333333
"45","1",21,"1",0.777777777777778
"45","1",22,"5",0.666666666666667
"45","1",23,"3",0.555555555555556
"45","1",24,"4",0.222222222222222
"45","1",25,"2",0.666666666666667
"45","1",26,"4",0.777777777777778
"45","1",27,"1",0.555555555555556
"45","1",28,"2",0.555555555555556
"45","1",29,"5",0.777777777777778
"45","1",30,"3",0.444444444444444
"46","1",1,"2",0.333333333333333
"46","1",2,"4",0.222222222222222
"46","1",3,"3",0.444444444444444
"46","1",4,"1",1
"46","1",5,"5",0.111111111111111
"46","1",6,"4",0.555555555555556
"46","1",7,"1",0.444444444444444
"46","1",8,"5",0.111111111111111
"46","1",9,"3",0.333333333333333
"46","1",10,"2",0.111111111111111
"46","1",11,"4",0.444444444444444
"46","1",12,"2",0.333333333333333
"46","1",13,"3",0.666666666666667
"46","1",14,"5",0.555555555555556
"46","1",15,"1",0.666666666666667
"46","1",16,"4",0.222222222222222
"46","1",17,"5",0.333333333333333
"46","1",18,"1",0.222222222222222
"46","1",19,"2",0
"46","1",20,"3",0.222222222222222
"46","1",21,"1",0.444444444444444
"46","1",22,"2",0.333333333333333
"46","1",23,"5",0.777777777777778
"46","1",24,"4",0.777777777777778
"46","1",25,"3",1
"46","1",26,"4",0.555555555555556
"46","1",27,"5",0.111111111111111
"46","1",28,"2",0.333333333333333
"46","1",29,"1",0.444444444444444
"46","1",30,"3",0.777777777777778
"47","1",1,"1",0.777777777777778
"47","1",2,"2",0.555555555555556
"47","1",3,"4",0.444444444444444
"47","1",4,"3",0.555555555555556
"47","1",5,"5",0.444444444444444
"47","1",6,"3",0.777777777777778
"47","1",7,"2",0.444444444444444
"47","1",8,"1",0.666666666666667
"47","1",9,"5",0.666666666666667
"47","1",10,"4",1
"47","1",11,"3",0.777777777777778
"47","1",12,"1",0.777777777777778
"47","1",13,"2",0.777777777777778
"47","1",14,"5",0.777777777777778
"47","1",15,"4",0.666666666666667
"47","1",16,"5",1
"47","1",17,"1",0.666666666666667
"47","1",18,"3",0.777777777777778
"47","1",19,"4",0.777777777777778
"47","1",20,"2",0.777777777777778
"47","1",21,"3",1
"47","1",22,"5",0.777777777777778
"47","1",23,"1",0.333333333333333
"47","1",24,"2",0.666666666666667
"47","1",25,"4",0.777777777777778
"47","1",26,"5",0.666666666666667
"47","1",27,"2",0.666666666666667
"47","1",28,"1",0.777777777777778
"47","1",29,"3",0.777777777777778
"47","1",30,"4",0.555555555555556
"48","1",1,"3",0.777777777777778
"48","1",2,"4",1
"48","1",3,"2",0.444444444444444
"48","1",4,"5",1
"48","1",5,"1",1
"48","1",6,"4",1
"48","1",7,"2",1
"48","1",8,"1",0.777777777777778
"48","1",9,"5",1
"48","1",10,"3",1
"48","1",11,"2",1
"48","1",12,"5",1
"48","1",13,"1",1
"48","1",14,"4",1
"48","1",15,"3",1
"48","1",16,"1",1
"48","1",17,"4",1
"48","1",18,"3",0.777777777777778
"48","1",19,"2",1
"48","1",20,"5",1
"48","1",21,"2",0.555555555555556
"48","1",22,"1",1
"48","1",23,"3",1
"48","1",24,"5",1
"48","1",25,"4",1
"48","1",26,"2",1
"48","1",27,"3",1
"48","1",28,"1",1
"48","1",29,"5",1
"48","1",30,"4",1
"49","1",1,"3",0.777777777777778
"49","1",2,"2",0.222222222222222
"49","1",3,"5",0.555555555555556
"49","1",4,"4",0.555555555555556
"49","1",5,"1",0.777777777777778
"49","1",6,"4",0.555555555555556
"49","1",7,"5",0.777777777777778
"49","1",8,"3",1
"49","1",9,"1",1
"49","1",10,"2",0.555555555555556
"49","1",11,"5",0.777777777777778
"49","1",12,"1",1
"49","1",13,"4",0.555555555555556
"49","1",14,"2",0.222222222222222
"49","1",15,"3",0.444444444444444
"49","1",16,"2",0.555555555555556
"49","1",17,"5",0.444444444444444
"49","1",18,"4",0.555555555555556
"49","1",19,"3",0.777777777777778
"49","1",20,"1",1
"49","1",21,"5",0.222222222222222
"49","1",22,"2",0.444444444444444
"49","1",23,"3",0.777777777777778
"49","1",24,"4",0.555555555555556
"49","1",25,"1",0.555555555555556
"49","1",26,"3",0.555555555555556
"49","1",27,"5",0.555555555555556
"49","1",28,"1",1
"49","1",29,"2",0.555555555555556
"49","1",30,"4",0.444444444444444
"50","1",1,"5",0.555555555555556
"50","1",2,"1",0.555555555555556
"50","1",3,"3",1
"50","1",4,"4",0.555555555555556
"50","1",5,"2",0.444444444444444
"50","1",6,"5",0.333333333333333
"50","1",7,"2",0.555555555555556
"50","1",8,"1",0.555555555555556
"50","1",9,"4",0.333333333333333
"50","1",10,"3",0.666666666666667
"50","1",11,"4",0.444444444444444
"50","1",12,"5",0.444444444444444
"50","1",13,"1",0.555555555555556
"50","1",14,"2",0.444444444444444
"50","1",15,"3",0.444444444444444
"50","1",16,"4",0.444444444444444
"50","1",17,"5",0.666666666666667
"50","1",18,"2",0.333333333333333
"50","1",19,"3",0.777777777777778
"50","1",20,"1",0.777777777777778
"50","1",21,"5",0.444444444444444
"50","1",22,"2",0.333333333333333
"50","1",23,"4",0.222222222222222
"50","1",24,"3",0.555555555555556
"50","1",25,"1",0.222222222222222
"50","1",26,"5",0.555555555555556
"50","1",27,"4",0.444444444444444
"50","1",28,"1",0.333333333333333
"50","1",29,"3",1
"50","1",30,"2",0.777777777777778
"51","1",1,"4",0.777777777777778
"51","1",2,"3",0.777777777777778
"51","1",3,"1",1
"51","1",4,"2",0.666666666666667
"51","1",5,"5",1
"51","1",6,"2",1
"51","1",7,"1",1
"51","1",8,"3",0.777777777777778
"51","1",9,"5",1
"51","1",10,"4",0.777777777777778
"51","1",11,"3",0.777777777777778
"51","1",12,"5",0.555555555555556
"51","1",13,"4",0.777777777777778
"51","1",14,"1",1
"51","1",15,"2",1
"51","1",16,"3",1
"51","1",17,"4",0.555555555555556
"51","1",18,"1",0.777777777777778
"51","1",19,"5",1
"51","1",20,"2",0.555555555555556
"51","1",21,"5",0.777777777777778
"51","1",22,"3",1
"51","1",23,"4",0.555555555555556
"51","1",24,"1",0.777777777777778
"51","1",25,"2",1
"51","1",26,"3",0.777777777777778
"51","1",27,"5",1
"51","1",28,"1",0.777777777777778
"51","1",29,"4",0.777777777777778
"51","1",30,"2",0.777777777777778
"52","1",1,"1",0.777777777777778
"52","1",2,"3",0.777777777777778
"52","1",3,"4",0.555555555555556
"52","1",4,"5",0.333333333333333
"52","1",5,"2",0.333333333333333
"52","1",6,"5",0.111111111111111
"52","1",7,"3",0.555555555555556
"52","1",8,"1",1
"52","1",9,"4",0.333333333333333
"52","1",10,"2",0.666666666666667
"52","1",11,"4",1
"52","1",12,"5",0.777777777777778
"52","1",13,"1",0.555555555555556
"52","1",14,"2",1
"52","1",15,"3",1
"52","1",16,"4",0.444444444444444
"52","1",17,"2",0.111111111111111
"52","1",18,"3",0.777777777777778
"52","1",19,"1",1
"52","1",20,"5",0.666666666666667
"52","1",21,"4",0.777777777777778
"52","1",22,"5",0.666666666666667
"52","1",23,"3",1
"52","1",24,"2",0.444444444444444
"52","1",25,"1",0.777777777777778
"52","1",26,"3",0.777777777777778
"52","1",27,"1",0.777777777777778
"52","1",28,"2",0.444444444444444
"52","1",29,"5",0.444444444444444
"52","1",30,"4",1
"53","1",1,"3",1
"53","1",2,"2",0.555555555555556
"53","1",3,"1",0.333333333333333
"53","1",4,"4",0.777777777777778
"53","1",5,"5",1
"53","1",6,"2",1
"53","1",7,"3",0.777777777777778
"53","1",8,"4",0.777777777777778
"53","1",9,"1",0.777777777777778
"53","1",10,"5",0.777777777777778
"53","1",11,"2",0.777777777777778
"53","1",12,"5",0.555555555555556
"53","1",13,"4",0.777777777777778
"53","1",14,"1",0.555555555555556
"53","1",15,"3",0.777777777777778
"53","1",16,"5",1
"53","1",17,"1",1
"53","1",18,"3",0.777777777777778
"53","1",19,"2",0.777777777777778
"53","1",20,"4",0.777777777777778
"53","1",21,"1",0.777777777777778
"53","1",22,"4",0.777777777777778
"53","1",23,"2",1
"53","1",24,"5",0.666666666666667
"53","1",25,"3",1
"53","1",26,"5",0.777777777777778
"53","1",27,"3",0.777777777777778
"53","1",28,"1",1
"53","1",29,"4",0.666666666666667
"53","1",30,"2",0.444444444444444
"54","1",1,"4",0.666666666666667
"54","1",2,"3",0.777777777777778
"54","1",3,"1",0.555555555555556
"54","1",4,"5",0.666666666666667
"54","1",5,"2",0.777777777777778
"54","1",6,"5",0.777777777777778
"54","1",7,"2",1
"54","1",8,"1",0.555555555555556
"54","1",9,"3",0.333333333333333
"54","1",10,"4",0.333333333333333
"54","1",11,"1",1
"54","1",12,"5",0.777777777777778
"54","1",13,"4",1
"54","1",14,"3",0.555555555555556
"54","1",15,"2",0.222222222222222
"54","1",16,"5",0.444444444444444
"54","1",17,"2",0.777777777777778
"54","1",18,"4",0.555555555555556
"54","1",19,"3",0.666666666666667
"54","1",20,"1",0.777777777777778
"54","1",21,"1",0.666666666666667
"54","1",22,"2",0.444444444444444
"54","1",23,"3",1
"54","1",24,"4",0.666666666666667
"54","1",25,"5",0.444444444444444
"54","1",26,"4",0.555555555555556
"54","1",27,"2",0.666666666666667
"54","1",28,"3",1
"54","1",29,"5",0.555555555555556
"54","1",30,"1",0.777777777777778
"55","1",1,"3",0.333333333333333
"55","1",2,"5",1
"55","1",3,"2",0.777777777777778
"55","1",4,"1",0.555555555555556
"55","1",5,"4",0.777777777777778
"55","1",6,"2",1
"55","1",7,"5",1
"55","1",8,"4",1
"55","1",9,"1",0.666666666666667
"55","1",10,"3",0.666666666666667
"55","1",11,"5",0.666666666666667
"55","1",12,"2",0.555555555555556
"55","1",13,"1",0.777777777777778
"55","1",14,"4",0.555555555555556
"55","1",15,"3",0.777777777777778
"55","1",16,"4",0.111111111111111
"55","1",17,"3",0.666666666666667
"55","1",18,"2",0.444444444444444
"55","1",19,"1",0.666666666666667
"55","1",20,"5",0.333333333333333
"55","1",21,"1",0.555555555555556
"55","1",22,"4",0.777777777777778
"55","1",23,"2",0.555555555555556
"55","1",24,"5",0.555555555555556
"55","1",25,"3",0.555555555555556
"55","1",26,"4",0.777777777777778
"55","1",27,"5",0.444444444444444
"55","1",28,"3",0.777777777777778
"55","1",29,"2",0.777777777777778
"55","1",30,"1",0.444444444444444
"56","1",1,"4",0.111111111111111
"56","1",2,"3",0.555555555555556
"56","1",3,"1",0.666666666666667
"56","1",4,"5",0.444444444444444
"56","1",5,"2",0.555555555555556
"56","1",6,"1",0.777777777777778
"56","1",7,"5",0.222222222222222
"56","1",8,"2",0.555555555555556
"56","1",9,"4",0.777777777777778
"56","1",10,"3",0.777777777777778
"56","1",11,"1",0.666666666666667
"56","1",12,"5",0.555555555555556
"56","1",13,"3",0.444444444444444
"56","1",14,"2",0.444444444444444
"56","1",15,"4",1
"56","1",16,"3",0.444444444444444
"56","1",17,"4",0.777777777777778
"56","1",18,"2",0.777777777777778
"56","1",19,"1",0.777777777777778
"56","1",20,"5",0.333333333333333
"56","1",21,"3",0.777777777777778
"56","1",22,"4",0.777777777777778
"56","1",23,"5",0.666666666666667
"56","1",24,"1",1
"56","1",25,"2",1
"56","1",26,"5",0.777777777777778
"56","1",27,"1",1
"56","1",28,"3",1
"56","1",29,"4",0.555555555555556
"56","1",30,"2",0.444444444444444
"1","2",31,"5",1
"1","2",32,"4",1
"1","2",33,"1",1
"1","2",34,"2",0.777777777777778
"1","2",35,"3",1
"1","2",36,"5",1
"1","2",37,"4",0.777777777777778
"1","2",38,"2",0.777777777777778
"1","2",39,"3",1
"1","2",40,"1",0.777777777777778
"1","2",41,"4",0.666666666666667
"1","2",42,"2",0.777777777777778
"1","2",43,"3",0.777777777777778
"1","2",44,"5",1
"1","2",45,"1",0.777777777777778
"1","2",46,"4",1
"1","2",47,"3",0.777777777777778
"1","2",48,"5",1
"1","2",49,"1",0.777777777777778
"1","2",50,"2",1
"1","2",51,"3",1
"1","2",52,"2",0.777777777777778
"1","2",53,"5",0.666666666666667
"1","2",54,"4",0.777777777777778
"1","2",55,"1",1
"1","2",56,"3",1
"1","2",57,"1",1
"1","2",58,"5",0.777777777777778
"1","2",59,"4",0.777777777777778
"1","2",60,"2",0.777777777777778
"2","2",31,"5",0.555555555555556
"2","2",32,"1",0.777777777777778
"2","2",33,"3",0.666666666666667
"2","2",34,"2",0.555555555555556
"2","2",35,"4",0.777777777777778
"2","2",36,"5",0.777777777777778
"2","2",37,"1",0.555555555555556
"2","2",38,"4",1
